Customer ID;Number of Transaction;Number of Line;Line Category;TerritoryKey;Quantity;Total Spend;AOV;Churn
12509;2;4;Med 1;7;6;69.9;34.9;1
12510;1;4;Med 1;7;9;567.8;567.8;1
12515;1;1;Low;7;2;8.6;8.6;1
12518;1;1;Low;8;2;8.6;8.6;1
12521;1;3;Low;8;5;2119.1;2119.1;1
12528;1;2;Low;1;3;70;70;1
12532;1;3;Low;6;6;36.3;36.3;0
12534;1;1;Low;7;2;8.6;8.6;1
12535;1;1;Low;8;2;8.6;8.6;1
12540;1;1;Low;10;1;48.1;48.1;1
12545;1;1;Low;10;1;48.1;48.1;0
12546;1;4;Med 1;8;7;2097.7;2097.7;1
12548;1;4;Med 1;8;6;2072.7;2072.7;1
12551;1;2;Low;10;3;25.5;25.5;1
12554;1;1;Low;10;2;29;29;0
12555;1;3;Low;7;5;69;69;1
12558;1;2;Low;8;4;15;15;1
12559;1;2;Low;10;2;1248.5;1248.5;1
12560;1;2;Low;10;3;1223.5;1223.5;1
12563;2;4;Med 1;10;6;115.7;57.8;1
12566;1;2;Low;10;3;56.7;56.7;1
12569;1;3;Low;10;4;73.6;73.6;1
12570;1;4;Med 1;9;4;603.6;603.6;1
12571;1;3;Low;9;3;570;570;1
12572;1;1;Low;9;1;540;540;1
12573;1;2;Low;9;2;619;619;1
12574;1;3;Low;9;4;555;555;1
12575;1;2;Low;9;2;619;619;1
12576;1;3;Low;9;4;603.6;603.6;1
12577;1;2;Low;9;4;565;565;1
12582;1;1;Low;9;2;25;25;0
12593;1;2;Low;10;4;34;34;1
12595;1;1;Low;10;2;8.6;8.6;1
12596;1;3;Low;10;5;67.6;67.6;1
12597;1;1;Low;10;1;8.6;8.6;0
12598;1;2;Low;10;4;34;34;0
12599;1;3;Low;10;5;1228.8;1228.8;1
12600;1;3;Low;8;5;50;50;1
12601;1;5;Med 1;10;11;55.9;55.9;1
12603;1;1;Low;10;2;8.6;8.6;1
12606;1;3;Low;7;4;38.9;38.9;1
12607;1;4;Med 1;7;6;587.6;587.6;1
12608;1;4;Med 1;10;6;1263.8;1263.8;1
12609;1;4;Med 1;10;6;1282.8;1282.8;1
12610;2;5;Med 1;10;10;99.3;49.7;1
12611;1;1;Low;10;2;8.6;8.6;0
12612;1;2;Low;10;2;1268.8;1268.8;1
12615;1;2;Low;10;3;2093.4;2093.4;0
12617;1;3;Low;8;5;38.5;38.5;1
12620;1;3;Low;7;5;570.1;570.1;1
12621;1;4;Med 1;7;7;563;563;1
12623;1;2;Low;10;2;2084.1;2084.1;0
12624;1;2;Low;8;2;2084.1;2084.1;1
12625;1;4;Med 1;7;6;96.7;96.7;1
12627;1;5;Med 1;10;10;102;102;1
12628;1;2;Low;7;3;15;15;1
12633;1;3;Low;10;5;36.3;36.3;0
12636;1;1;Low;8;2;8.6;8.6;1
12652;1;5;Med 1;10;9;132.6;132.6;0
12665;2;5;Med 1;9;8;70.9;35.5;1
12667;1;2;Low;9;2;2417.7;2417.7;1
12668;1;2;Low;9;2;2438.1;2438.1;1
12669;1;1;Low;9;1;2384.1;2384.1;1
12670;1;1;Low;9;1;2384.1;2384.1;1
12671;1;4;Med 1;9;6;2431.7;2431.7;1
12673;1;1;Low;9;1;2384.1;2384.1;1
12674;1;2;Low;9;2;2438.1;2438.1;1
12675;1;1;Low;9;1;2384.1;2384.1;1
12676;1;2;Low;9;2;2438.1;2438.1;1
12677;1;2;Low;9;2;2417.7;2417.7;1
12680;1;5;Med 1;9;9;2460.7;2460.7;1
12681;1;2;Low;9;3;2392.7;2392.7;1
12683;1;2;Low;9;3;2413.1;2413.1;1
12690;1;2;Low;9;4;6.3;6.3;1
12697;1;2;Low;9;2;213;213;0
12704;1;2;Low;9;3;27.5;27.5;0
12710;1;2;Low;6;2;2417.7;2417.7;1
12712;1;3;Low;8;4;2141.5;2141.5;1
12714;1;3;Low;8;5;48.6;48.6;1
12715;2;3;Low;9;7;9.6;4.8;1
12719;1;2;Low;7;4;15;15;1
12725;1;3;Low;8;5;127.3;127.3;1
12726;1;4;Med 1;8;7;96.7;96.7;1
12729;1;3;Low;10;6;36.3;36.3;1
12730;1;5;Med 1;10;10;55.9;55.9;0
12731;1;2;Low;8;4;60;60;1
12733;1;1;Low;10;1;8.6;8.6;1
12734;1;3;Low;7;3;48.6;48.6;1
12744;1;2;Low;10;3;70;70;1
12746;1;3;Low;10;5;69;69;0
12748;1;3;Low;7;5;50;50;1
12752;3;5;Med 1;7;9;154.3;51.4;1
12755;1;5;Med 1;4;6;2171.9;2171.9;1
12756;1;2;Low;4;2;2082.7;2082.7;1
12761;1;3;Low;1;4;2102.4;2102.4;1
12767;1;1;Low;1;1;35;35;1
12768;1;3;Low;4;4;848.5;848.5;1
12769;1;4;Med 1;1;5;2124.1;2124.1;1
12770;1;4;Med 1;4;5;2116.7;2116.7;1
12771;1;2;Low;4;3;2081.4;2081.4;1
12772;1;3;Low;1;5;2086.4;2086.4;1
12773;1;2;Low;1;4;2081.4;2081.4;1
12774;1;4;Med 1;4;6;2119.1;2119.1;1
12777;1;2;Low;1;3;2073.7;2073.7;1
12779;1;4;Med 1;1;5;2154.1;2154.1;1
12780;1;4;Med 1;1;7;2113.7;2113.7;1
12782;1;4;Med 1;6;5;2150.1;2150.1;1
12783;1;5;Med 1;6;7;2174.6;2174.6;1
12784;1;4;Med 1;1;6;2158.4;2158.4;1
12785;1;1;Low;6;1;2049.1;2049.1;1
12787;1;2;Low;1;3;37.3;37.3;1
12788;1;2;Low;4;4;55.6;55.6;1
12789;1;4;Med 1;4;5;2154.1;2154.1;1
12794;1;1;Low;1;2;22;22;1
12800;1;2;Low;8;4;40;40;1
12807;1;1;Low;8;1;540;540;1
12842;1;1;Low;7;1;32.6;32.6;1
12859;1;2;Low;10;3;2071.1;2071.1;0
12860;1;2;Low;10;2;2169.1;2169.1;1
12861;1;4;Med 1;10;6;2099.1;2099.1;1
12873;1;2;Low;10;2;2105.1;2105.1;0
12874;1;3;Low;10;4;2106.4;2106.4;0
12880;2;4;Med 1;6;8;127.5;63.8;0
12881;1;2;Low;4;2;2084.1;2084.1;1
12882;1;3;Low;4;4;2104.7;2104.7;1
12883;1;2;Low;4;3;2051.4;2051.4;1
12884;1;2;Low;4;3;2073.7;2073.7;1
12885;1;4;Med 1;4;6;2124.1;2124.1;1
12886;1;4;Med 1;4;6;2137;2137;1
12892;1;5;Med 1;6;8;138.7;138.7;0
12893;1;2;Low;4;4;14;14;0
12894;2;3;Low;4;6;49;24.5;1
12897;1;3;Low;4;4;103.7;103.7;1
12898;1;3;Low;4;4;2134.6;2134.6;1
12901;1;3;Low;1;3;2091.7;2091.7;1
12902;1;2;Low;6;2;2081.4;2081.4;1
12903;1;3;Low;6;4;2086.4;2086.4;1
12904;1;4;Med 1;4;7;2088.7;2088.7;1
12905;1;2;Low;1;3;70;70;1
12914;1;2;Low;6;4;2081.4;2081.4;1
12916;1;2;Low;6;2;118.1;118.1;0
12920;1;2;Low;1;3;57;57;1
12927;1;1;Low;4;2;8.6;8.6;1
12928;1;3;Low;6;6;44;44;0
12931;1;5;Med 1;4;6;143.7;143.7;1
12936;1;2;Low;6;3;40;40;0
12937;1;2;Low;1;3;76;76;1
12939;1;5;Med 1;6;8;58.9;58.9;1
12944;1;4;Med 1;6;7;77.6;77.6;1
12945;2;5;Med 1;6;7;167.1;83.6;1
12946;1;3;Low;1;5;79.2;79.2;1
12952;1;3;Low;4;6;37;37;1
12958;1;1;Low;1;2;8.6;8.6;0
12959;2;5;Med 1;6;8;96.7;48.3;0
12964;1;1;Low;6;1;35;35;0
12966;1;3;Low;4;3;105;105;1
12969;1;3;Low;6;5;63;63;0
12971;1;1;Low;4;3;22;22;1
12972;1;2;Low;6;4;40;40;0
12976;1;1;Low;4;2;22;22;1
12978;1;4;Med 1;4;6;50.2;50.2;1
12982;1;1;Low;4;2;8.6;8.6;0
12985;2;2;Low;4;2;43.6;21.8;1
12986;1;4;Med 1;6;5;2451.7;2451.7;1
12991;1;2;Low;9;2;2106.4;2106.4;1
12992;2;6;Med 1;9;10;120.3;60.2;1
12997;1;2;Low;9;3;38.6;38.6;0
12998;1;3;Low;9;3;2147.4;2147.4;1
13003;1;1;Low;9;1;159;159;1
13004;2;3;Low;9;5;165.3;82.6;1
13005;1;3;Low;9;5;65;65;0
13008;1;2;Low;9;4;27.3;27.3;0
13009;1;4;Med 1;9;7;92.5;92.5;0
13013;1;3;Low;9;4;150;150;0
13017;1;3;Low;4;5;42.3;42.3;1
13023;1;2;Low;9;3;57.1;57.1;1
13027;1;3;Low;6;5;2073.4;2073.4;1
13029;1;2;Low;1;3;779.5;779.5;1
13030;1;2;Low;4;3;77;77;1
13034;1;2;Low;9;3;57.2;57.2;1
13039;1;2;Low;4;2;839.5;839.5;1
13043;1;4;Med 1;9;7;85.6;85.6;1
13044;1;1;Low;9;2;25;25;0
13045;1;2;Low;9;3;27.3;27.3;1
13046;1;1;Low;9;1;33.6;33.6;1
13047;3;7;Med 2;9;10;241.9;80.6;1
13050;1;2;Low;9;2;1249.8;1249.8;0
13055;1;4;Med 1;1;4;902.1;902.1;1
13061;1;2;Low;4;5;45.5;45.5;1
13071;1;1;Low;6;1;35;35;0
13101;1;1;Low;6;1;2384.1;2384.1;1
13105;1;5;Med 1;9;10;1239.1;1239.1;0
13106;1;4;Med 1;9;5;1251.1;1251.1;0
13113;1;3;Low;9;4;2111.4;2111.4;0
13114;1;3;Low;9;5;2106.1;2106.1;0
13115;1;2;Low;9;2;2051.4;2051.4;0
13116;1;2;Low;9;4;39;39;0
13117;1;3;Low;9;5;2095.7;2095.7;0
13119;1;3;Low;9;4;2116.4;2116.4;0
13121;2;4;Med 1;9;5;66.3;33.1;1
13122;1;4;Med 1;9;6;2134.7;2134.7;0
13123;1;2;Low;9;3;2051.4;2051.4;0
13126;1;3;Low;9;4;2116.4;2116.4;0
13127;1;1;Low;9;2;25;25;0
13128;1;2;Low;9;2;2084.1;2084.1;0
13129;1;2;Low;9;2;2106.4;2106.4;0
13130;1;2;Low;9;2;2106.4;2106.4;0
13131;1;1;Low;9;1;2049.1;2049.1;0
13132;1;4;Med 1;9;5;2124.1;2124.1;0
13133;1;4;Med 1;9;7;2097.7;2097.7;0
13135;1;2;Low;9;3;2059.1;2059.1;0
13138;1;1;Low;9;2;25;25;1
13139;1;4;Med 1;9;5;2144.1;2144.1;0
13143;1;3;Low;6;3;2154.5;2154.5;1
13144;2;5;Med 1;6;10;77.5;38.8;1
13150;2;5;Med 1;9;8;87.9;43.9;1
13157;1;1;Low;9;2;25;25;1
13159;2;5;Med 1;9;7;171.6;85.8;0
13160;1;2;Low;9;2;2126.4;2126.4;0
13162;1;2;Low;4;3;85.5;85.5;1
13164;1;4;Med 1;4;7;100.5;100.5;1
13168;1;3;Low;4;3;73.6;73.6;1
13175;1;3;Low;6;4;63;63;0
13179;2;4;Med 1;6;7;72.3;36.1;0
13180;1;1;Low;1;1;120;120;1
13182;1;4;Med 1;1;7;45.6;45.6;0
13191;1;2;Low;4;5;45.5;45.5;1
13193;1;2;Low;4;3;70;70;1
13194;1;2;Low;4;3;57;57;1
13198;1;2;Low;6;4;15;15;1
13199;1;3;Low;6;5;42.3;42.3;0
13201;1;2;Low;6;4;12.9;12.9;0
13206;2;8;Med 2;6;17;92.9;46.4;1
13215;1;4;Med 1;4;7;70.6;70.6;1
13217;1;3;Low;6;4;2106.1;2106.1;1
13228;1;2;Low;4;3;55.6;55.6;1
13229;1;1;Low;1;2;22;22;1
13231;2;7;Med 2;6;14;140.7;70.3;1
13232;1;1;Low;1;2;22;22;1
13240;1;1;Low;4;3;22;22;1
13241;1;3;Low;6;5;2080.1;2080.1;1
13245;1;2;Low;1;4;45.5;45.5;1
13249;1;2;Low;6;2;2438.1;2438.1;1
13261;1;1;Low;8;1;742.4;742.4;0
13262;1;1;Low;10;2;8.6;8.6;1
13263;1;2;Low;7;3;2189.5;2189.5;1
13264;1;2;Low;8;2;777.3;777.3;0
13265;1;2;Low;8;3;771.3;771.3;0
13268;3;9;Med 2;6;16;219.4;73.1;1
13270;1;5;Med 1;6;7;2147.1;2147.1;1
13271;1;1;Low;6;1;2071.4;2071.4;1
13284;1;2;Low;6;3;2392.7;2392.7;1
13289;2;3;Low;6;5;42.3;21.1;1
13290;1;2;Low;6;4;14;14;0
13293;1;1;Low;4;2;22;22;1
13297;1;1;Low;4;2;22;22;1
13300;1;4;Med 1;1;7;45.6;45.6;1
13301;1;3;Low;1;5;65.6;65.6;1
13303;2;3;Low;6;5;24;12;1
13312;1;3;Low;4;5;78.7;78.7;1
13318;1;3;Low;6;6;57.5;57.5;0
13327;1;2;Low;1;2;30.6;30.6;1
13328;1;3;Low;6;5;2398.1;2398.1;1
13330;1;2;Low;6;5;15;15;1
13331;1;3;Low;4;5;64.6;64.6;1
13333;1;1;Low;4;1;22;22;1
13334;1;4;Med 1;1;7;70.6;70.6;1
13343;1;3;Low;6;4;2401;2401;1
13345;1;4;Med 1;6;5;2441.6;2441.6;1
13350;1;2;Low;6;5;14;14;1
13358;1;5;Med 1;6;10;2141;2141;1
13365;1;2;Low;4;4;24.3;24.3;1
13366;1;2;Low;6;2;2417.7;2417.7;1
13371;1;2;Low;1;3;70;70;1
13376;1;2;Low;4;3;31;31;1
13379;1;2;Low;1;4;24.3;24.3;1
13381;1;2;Low;4;3;70;70;1
13395;1;1;Low;1;2;22;22;1
13405;1;3;Low;7;6;2195.5;2195.5;1
13418;1;2;Low;6;2;2438.1;2438.1;1
13423;2;6;Med 1;6;11;131;65.5;1
13440;1;2;Low;6;2;2438.1;2438.1;1
13444;1;2;Low;4;2;55.6;55.6;1
13457;1;2;Low;1;3;55.6;55.6;1
13460;1;3;Low;6;5;2398.1;2398.1;1
13466;1;3;Low;6;5;82.5;82.5;0
13479;1;2;Low;4;3;76;76;1
13483;1;2;Low;1;3;55.6;55.6;1
13486;1;3;Low;6;5;120.5;120.5;1
13491;1;2;Low;6;3;38.6;38.6;1
13498;1;3;Low;7;4;100.1;100.1;1
13502;1;2;Low;8;3;53.1;53.1;1
13505;1;4;Med 1;10;7;57.3;57.3;1
13512;1;1;Low;7;1;70;70;1
13516;2;3;Low;10;6;44;22;1
13517;1;4;Med 1;10;5;2118.1;2118.1;0
13527;1;3;Low;9;4;2218.2;2218.2;1
13528;1;4;Med 1;9;6;2197.8;2197.8;1
13529;1;4;Med 1;9;6;2281.7;2281.7;1
13530;1;3;Low;10;6;186.3;186.3;1
13531;1;1;Low;7;1;70;70;1
13532;1;2;Low;8;4;7.3;7.3;1
13534;1;3;Low;10;5;50;50;0
13535;1;4;Med 1;10;10;44.2;44.2;0
13539;1;1;Low;10;1;10;10;0
13540;1;2;Low;8;3;549;549;1
13541;1;2;Low;8;3;561.5;561.5;1
13547;1;2;Low;10;3;34;34;0
13551;1;2;Low;10;2;2104.1;2104.1;0
13553;1;2;Low;10;3;2071.1;2071.1;0
13554;1;2;Low;10;2;2105.1;2105.1;0
13557;1;3;Low;10;5;2126.1;2126.1;1
13559;1;4;Med 1;8;6;599.1;599.1;1
13560;1;1;Low;8;1;540;540;1
13561;1;3;Low;10;5;2095.7;2095.7;1
13562;1;1;Low;10;1;2071.4;2071.4;1
13563;1;4;Med 1;10;6;2120;2120;1
13575;1;3;Low;7;4;2195.5;2195.5;1
13577;1;4;Med 1;7;5;2281.7;2281.7;1
13582;1;1;Low;10;2;8.6;8.6;1
13584;1;4;Med 1;10;6;2451.7;2451.7;1
13585;1;2;Low;10;2;2419.1;2419.1;1
13589;1;3;Low;7;5;78.5;78.5;1
13590;1;3;Low;10;4;2398.1;2398.1;1
13591;1;5;Med 1;10;8;2441.7;2441.7;1
13592;1;2;Low;7;2;2216.6;2216.6;1
13594;1;2;Low;8;3;43.6;43.6;1
13595;1;3;Low;7;4;2218.2;2218.2;1
13597;1;4;Med 1;8;7;57.3;57.3;1
13600;1;5;Med 1;10;9;2461.7;2461.7;1
13602;1;2;Low;10;2;2417.7;2417.7;1
13605;2;5;Med 1;7;7;4614.6;2307.3;1
13609;1;1;Low;10;2;10;10;0
13613;1;1;Low;9;2;8;8;1
13616;1;3;Low;9;5;2101.3;2101.3;0
13618;1;1;Low;9;1;2049.1;2049.1;0
13619;1;3;Low;9;5;2079.7;2079.7;0
13620;1;4;Med 1;9;5;2134;2134;0
13621;3;6;Med 1;9;11;165.1;55;1
13622;1;2;Low;9;2;2071.1;2071.1;0
13625;1;2;Low;9;2;2191.4;2191.4;0
13626;1;5;Med 1;9;9;2141;2141;0
13628;2;3;Low;9;3;157.6;78.8;1
13629;1;4;Med 1;9;4;2176.5;2176.5;0
13630;1;6;Med 1;9;10;2123.3;2123.3;0
13631;1;4;Med 1;9;5;2124.1;2124.1;0
13632;1;1;Low;9;1;2071.4;2071.4;0
13633;1;4;Med 1;9;5;2122.7;2122.7;0
13634;1;4;Med 1;9;8;100;100;0
13636;1;2;Low;9;3;2073.7;2073.7;0
13638;1;4;Med 1;9;6;2118.1;2118.1;0
13643;1;3;Low;9;5;2086.4;2086.4;0
13644;1;1;Low;9;1;2071.4;2071.4;0
13645;1;4;Med 1;9;5;2122.7;2122.7;0
13646;1;6;Med 1;9;10;2163.6;2163.6;0
13647;1;3;Low;9;4;2111.4;2111.4;0
13648;1;2;Low;9;3;2051.4;2051.4;0
13649;1;4;Med 1;9;5;2124.1;2124.1;0
13650;1;3;Low;9;5;2086.4;2086.4;0
13651;1;4;Med 1;9;8;2095;2095;0
13654;1;2;Low;1;3;55.6;55.6;1
13656;1;2;Low;4;3;55.6;55.6;1
13660;1;3;Low;6;4;2398.1;2398.1;1
13661;1;3;Low;10;6;2086.4;2086.4;1
13664;1;2;Low;10;5;15;15;0
13665;1;2;Low;10;4;15;15;1
13676;1;1;Low;10;1;32.6;32.6;1
13678;1;2;Low;10;2;2105.1;2105.1;1
13679;1;2;Low;10;2;2106.4;2106.4;1
13680;1;4;Med 1;10;5;2121.4;2121.4;1
13685;1;3;Low;8;5;565.5;565.5;1
13686;1;1;Low;8;1;540;540;1
13687;1;1;Low;10;1;2049.1;2049.1;1
13689;1;1;Low;10;1;2071.4;2071.4;1
13690;1;1;Low;10;1;2071.4;2071.4;0
13691;1;4;Med 1;10;5;2149.9;2149.9;1
13693;1;1;Low;10;1;2071.4;2071.4;0
13697;1;2;Low;8;4;563.5;563.5;1
13701;2;6;Med 1;6;10;118;59;1
13705;1;2;Low;1;4;575;575;1
13707;2;5;Med 1;6;8;134.1;67;0
13708;1;2;Low;6;4;15;15;1
13714;1;4;Med 1;1;5;588.6;588.6;1
13715;1;3;Low;4;3;595.6;595.6;1
13716;1;4;Med 1;4;6;635;635;1
13718;1;2;Low;1;2;619;619;1
13720;1;2;Low;6;2;1035.4;1035.4;1
13732;1;1;Low;6;1;35;35;1
13737;1;4;Med 1;4;10;39.3;39.3;1
13739;1;2;Low;1;4;70;70;1
13740;1;2;Low;1;3;55.6;55.6;1
13751;1;2;Low;6;4;59;59;0
13752;1;2;Low;4;3;24.3;24.3;1
13757;1;3;Low;1;6;87;87;1
13758;1;3;Low;6;6;17.3;17.3;0
13760;1;2;Low;6;4;36.6;36.6;1
13762;1;4;Med 1;6;5;70.6;70.6;0
13763;1;2;Low;1;5;31;31;1
13765;1;2;Low;10;2;2084.1;2084.1;0
13772;1;2;Low;10;2;2104.1;2104.1;1
13773;1;3;Low;7;5;42.3;42.3;1
13777;1;4;Med 1;10;5;2097.7;2097.7;0
13783;1;3;Low;10;5;2127;2127;1
13784;1;1;Low;10;1;2049.1;2049.1;0
13786;1;1;Low;8;2;5;5;1
13791;1;3;Low;10;6;36.3;36.3;1
13792;1;2;Low;10;2;2106.4;2106.4;0
13803;1;3;Low;8;6;186.3;186.3;1
13815;1;4;Med 1;10;8;80.2;80.2;1
13816;1;3;Low;10;4;45.6;45.6;1
13820;1;2;Low;10;2;2084.1;2084.1;1
13821;1;4;Med 1;10;7;2113.7;2113.7;1
13825;1;2;Low;7;3;37.3;37.3;1
13827;1;2;Low;8;4;28.5;28.5;1
13835;1;3;Low;7;5;37;37;1
13838;1;3;Low;10;5;69;69;0
13840;1;3;Low;7;4;826.5;826.5;1
13845;1;3;Low;10;4;2092.7;2092.7;1
13846;1;2;Low;10;2;2106.4;2106.4;1
13847;1;3;Low;10;4;2064.1;2064.1;1
13858;1;4;Med 1;4;7;70.6;70.6;1
13861;1;1;Low;1;2;22;22;1
13863;1;2;Low;4;3;70;70;1
13864;1;1;Low;4;1;22;22;1
13874;1;2;Low;4;3;77;77;1
13876;1;1;Low;4;2;22;22;1
13879;1;1;Low;4;2;22;22;1
13880;1;2;Low;1;3;70;70;1
13881;1;2;Low;1;3;70;70;1
13902;1;1;Low;4;3;22;22;1
13908;1;4;Med 1;6;6;2420.3;2420.3;1
13909;1;2;Low;6;2;2417.7;2417.7;1
13913;1;3;Low;4;3;103.7;103.7;1
13920;1;3;Low;6;4;47.9;47.9;0
13931;1;1;Low;1;3;22;22;1
13937;1;2;Low;1;2;85.5;85.5;1
13940;1;2;Low;4;3;85.5;85.5;1
13941;1;1;Low;6;2;29;29;0
13943;1;3;Low;4;5;37;37;1
13950;1;2;Low;1;3;24.3;24.3;1
13951;1;2;Low;1;3;55.6;55.6;1
13952;1;1;Low;9;1;48.1;48.1;0
13953;1;2;Low;9;4;2073.7;2073.7;0
13954;2;2;Low;9;5;48.5;24.3;0
13955;1;4;Med 1;9;6;2127.6;2127.6;0
13956;1;1;Low;9;1;48.1;48.1;0
13958;1;3;Low;9;4;2156.9;2156.9;0
13959;1;4;Med 1;9;5;2113.7;2113.7;0
13960;1;2;Low;9;3;2073.7;2073.7;0
13964;1;2;Low;9;3;2093.4;2093.4;0
13965;1;4;Med 1;9;4;2145.1;2145.1;0
13966;1;4;Med 1;9;5;2145.1;2145.1;0
13969;1;1;Low;9;1;48.1;48.1;0
13970;1;2;Low;9;2;2126.4;2126.4;0
13971;1;3;Low;9;4;2064.1;2064.1;0
13981;1;3;Low;9;7;35.2;35.2;1
13983;1;1;Low;9;1;33.6;33.6;1
13988;2;5;Med 1;6;7;110.2;55.1;0
13994;1;3;Low;9;3;2195.5;2195.5;1
13996;1;1;Low;9;1;33.6;33.6;1
14000;1;3;Low;1;5;84.9;84.9;1
14001;1;3;Low;1;4;105;105;1
14004;1;2;Low;4;3;55.6;55.6;1
14008;1;2;Low;9;4;29;29;1
14016;2;5;Med 1;9;9;118.8;59.4;1
14019;1;1;Low;9;2;25;25;1
14020;1;2;Low;9;3;2073.7;2073.7;0
14027;1;1;Low;1;2;22;22;1
14028;1;4;Med 1;1;7;92;92;1
14030;1;2;Low;9;2;2169.1;2169.1;0
14031;1;5;Med 1;9;8;2247.7;2247.7;0
14032;1;5;Med 1;9;7;2120.8;2120.8;0
14033;1;1;Low;9;1;2049.1;2049.1;0
14034;1;1;Low;9;1;48.1;48.1;0
14035;1;3;Low;4;6;66;66;1
14038;1;3;Low;9;5;2127;2127;0
14039;1;3;Low;9;3;2092.7;2092.7;0
14041;1;2;Low;6;3;2413.1;2413.1;1
14045;1;3;Low;9;4;2125.1;2125.1;0
14046;1;2;Low;9;3;2059.1;2059.1;1
14047;1;2;Low;9;4;2073.7;2073.7;1
14050;1;2;Low;9;2;2105.1;2105.1;1
14051;1;1;Low;9;1;2071.4;2071.4;1
14055;1;2;Low;9;3;751;751;0
14056;1;1;Low;9;3;25;25;1
14057;1;3;Low;9;5;63.6;63.6;1
14058;1;2;Low;9;3;2051.4;2051.4;1
14059;1;3;Low;9;6;32.3;32.3;1
14062;1;2;Low;9;2;2126.4;2126.4;1
14063;1;2;Low;9;2;2106.4;2106.4;1
14064;1;4;Med 1;9;8;2072.7;2072.7;1
14065;1;2;Low;9;3;2073.7;2073.7;1
14066;1;4;Med 1;9;8;758.6;758.6;1
14067;1;3;Low;9;7;63.6;63.6;1
14068;1;1;Low;9;1;48.1;48.1;1
14069;1;1;Low;9;1;48.1;48.1;0
14070;1;1;Low;9;1;2071.4;2071.4;1
14071;1;1;Low;9;1;2071.4;2071.4;1
14072;2;2;Low;9;3;73.1;36.5;1
14077;1;3;Low;6;5;69;69;0
14084;2;5;Med 1;6;10;67.5;33.8;1
14087;1;2;Low;9;3;48.5;48.5;1
14092;1;2;Low;1;3;55.6;55.6;1
14093;1;2;Low;4;4;30.6;30.6;1
14096;3;7;Med 2;6;12;148.8;49.6;1
14097;1;2;Low;1;2;55.6;55.6;1
14099;1;1;Low;9;1;159;159;1
14101;1;4;Med 1;9;7;790;790;1
14102;1;3;Low;9;5;756.3;756.3;1
14103;1;3;Low;9;5;756.3;756.3;1
14109;1;1;Low;4;1;1701;1701;1
14111;1;2;Low;1;3;77;77;1
14118;1;2;Low;6;2;2419.1;2419.1;1
14123;1;1;Low;9;1;32.6;32.6;1
14140;1;2;Low;8;2;817.6;817.6;1
14141;1;4;Med 1;7;5;838.1;838.1;1
14147;1;2;Low;8;2;817.6;817.6;1
14148;1;3;Low;8;4;826.2;826.2;1
14149;1;2;Low;8;2;839.5;839.5;1
14151;1;2;Low;7;3;85.5;85.5;1
14152;1;2;Low;7;3;70;70;1
14154;1;5;Med 1;7;9;836.4;836.4;1
14167;1;3;Low;8;4;826.2;826.2;1
14169;1;2;Low;7;2;817.6;817.6;1
14170;1;3;Low;7;3;848.5;848.5;1
14172;1;3;Low;10;6;38.5;38.5;1
14175;1;4;Med 1;10;6;107.3;107.3;1
14182;1;1;Low;8;1;32.6;32.6;1
14184;1;3;Low;10;5;69;69;1
14185;2;8;Med 2;7;11;4734.7;2367.3;1
14186;2;7;Med 2;7;10;4649.8;2324.9;1
14188;1;1;Low;7;1;32.6;32.6;1
14190;1;2;Low;8;3;36.6;36.6;1
14191;1;1;Low;10;1;2384.1;2384.1;1
14192;2;5;Med 1;7;7;4636.9;2318.5;1
14194;1;4;Med 1;10;6;98;98;1
14199;1;3;Low;10;5;69;69;1
14200;2;6;Med 1;7;8;4643.6;2321.8;1
14203;1;3;Low;7;4;2218.2;2218.2;1
14208;1;4;Med 1;10;6;58.6;58.6;1
14210;1;3;Low;9;5;2086.4;2086.4;1
14211;1;4;Med 1;9;6;2141.4;2141.4;1
14214;1;1;Low;9;1;2049.1;2049.1;1
14215;1;5;Med 1;9;8;2121.1;2121.1;1
14216;1;2;Low;9;2;2105.1;2105.1;1
14217;1;1;Low;9;1;48.1;48.1;1
14218;1;4;Med 1;9;8;2073.1;2073.1;1
14219;1;6;Med 1;9;8;2209;2209;1
14220;2;8;Med 2;9;14;3376.2;1688.1;1
14221;1;3;Low;9;6;32.3;32.3;1
14222;1;3;Low;9;6;32.3;32.3;0
14224;2;4;Med 1;9;5;3322.2;1661.1;1
14225;2;4;Med 1;9;4;3308.9;1654.5;1
14226;2;5;Med 1;9;6;3337.6;1668.8;1
14230;2;6;Med 1;9;8;3364.2;1682.1;1
14231;1;2;Low;9;3;56.7;56.7;1
14233;2;3;Low;9;5;77;38.5;1
14234;2;5;Med 1;9;8;3365.4;1682.7;1
14235;1;3;Low;9;6;2081.1;2081.1;0
14236;1;4;Med 1;9;5;2122.7;2122.7;0
14237;1;2;Low;9;4;57.1;57.1;1
14238;1;4;Med 1;9;7;2095;2095;0
14241;1;3;Low;4;6;84.9;84.9;1
14244;1;3;Low;6;4;48.6;48.6;0
14248;1;2;Low;4;3;57;57;1
14250;1;2;Low;4;4;31;31;1
14254;1;3;Low;4;6;79.2;79.2;1
14257;1;2;Low;4;2;85.5;85.5;1
14259;1;1;Low;9;1;742.4;742.4;1
14260;1;2;Low;9;3;751.3;751.3;1
14262;1;3;Low;9;5;2108.7;2108.7;0
14263;1;2;Low;9;2;2084.1;2084.1;0
14264;1;4;Med 1;9;5;2145.1;2145.1;1
