ProductKey;ProductSubcategoryKey;ProductSKU;ProductName;ModelName;ProductDescription;ProductColor;ProductSize;ProductStyle;ProductCost;ProductPrice
466;20;GL-H102-L;Half-Finger Gloves, L;Half-Finger Gloves;Full padding, improved finger flex, durable palm, adjustable closure.;Black;L;U;97.136;235.481
468;20;GL-F110-S;Full-Finger Gloves, S;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Black;S;U;156.709;37.99
469;20;GL-F110-M;Full-Finger Gloves, M;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Black;M;U;156.709;37.99
470;20;GL-F110-L;Full-Finger Gloves, L;Full-Finger Gloves;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Black;L;U;156.709;37.99
471;25;VE-C304-S;Classic Vest, S;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Blue;S;U;23.749;63.5
472;25;VE-C304-M;Classic Vest, M;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Blue;M;U;23.749;63.5
473;25;VE-C304-L;Classic Vest, L;Classic Vest;Light-weight, wind-resistant, packs to fit into a pocket.;Blue;L;U;23.749;63.5
474;22;SH-W890-S;Women's Mountain Shorts, S;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Black;S;W;261.763;69.99
475;22;SH-W890-M;Women's Mountain Shorts, M;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Black;M;W;261.763;69.99
476;22;SH-W890-L;Women's Mountain Shorts, L;Women's Mountain Shorts;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Black;L;W;261.763;69.99
477;28;WB-H098;Water Bottle - 30 oz.;Water Bottle;AWC logo water bottle - holds 30 oz;;;;;
478;28;BC-M005;Mountain Bottle Cage;Mountain Bottle Cage;Tough aluminum cage holds bottle securly on tough terrain.;NA;0;0;37.363;9.99
479;28;BC-R205;Road Bottle Cage;Road Bottle Cage;Aluminum cage is lighter than our mountain version;;;;;
480;37;PK-7098;Patch Kit/8 Patches;Patch kit;Includes 8 different size patches, glue and sandpaper.;NA;0;0;0.8565;2.29
481;23;SO-R809-M;Racing Socks, M;Racing Socks;Thin, lightweight and durable with cuffs that stay up.;White;M;U;33.623;8.99
482;23;SO-R809-L;Racing Socks, L;Racing Socks;Thin, lightweight and durable with cuffs that stay up.;White;L;U;33.623;8.99
483;26;RA-H123;Hitch Rack - 4-Bike;Hitch Rack - 4-Bike;Carries 4 bikes securely;;;;;
484;29;CL-9009;Bike Wash - Dissolver;Bike Wash;Washes off the toughest road grime;;;;;
485;30;FE-6654;Fender Set - Mountain;Fender Set - Mountain;Clip-on fenders fit most mountain bikes.;NA;0;0;82.205;21.98
486;27;ST-1401;All-Purpose Bike Stand;All-Purpose Bike Stand;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;NA;0;0;59.466;159
487;32;HY-1023-70;Hydration Pack - 70 oz.;Hydration Pack;Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.;Silver;70;0;205.663;54.99
488;21;SJ-0194-S;Short-Sleeve Classic Jersey, S;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;S;U;415.723;53.99
489;21;SJ-0194-M;Short-Sleeve Classic Jersey, M;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;M;U;415.723;53.99
490;21;SJ-0194-L;Short-Sleeve Classic Jersey, L;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;L;U;415.723;53.99
491;21;SJ-0194-X;Short-Sleeve Classic Jersey, XL;Short-Sleeve Classic Jersey;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;XL;U;415.723;53.99
492;16;FR-T98Y-60;HL Touring Frame - Yellow, 60;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
493;16;FR-T67Y-62;LL Touring Frame - Yellow, 62;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;62;U;1.998.519;333.42
494;16;FR-T98Y-46;HL Touring Frame - Yellow, 46;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
495;16;FR-T98Y-50;HL Touring Frame - Yellow, 50;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
496;16;FR-T98Y-54;HL Touring Frame - Yellow, 54;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
497;16;FR-T98U-46;HL Touring Frame - Blue, 46;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
498;16;FR-T98U-50;HL Touring Frame - Blue, 50;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
499;16;FR-T98U-54;HL Touring Frame - Blue, 54;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
500;16;FR-T98U-60;HL Touring Frame - Blue, 60;HL Touring Frame;The HL aluminum frame is custom-shaped for both good looks and strength;;;;;
501;9;RD-2308;Rear Derailleur;Rear Derailleur;Wide-link design.;Silver;0;0;539.282;121.46
502;16;FR-T67U-50;LL Touring Frame - Blue, 50;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;50;U;1.998.519;333.42
503;16;FR-T67U-54;LL Touring Frame - Blue, 54;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;54;U;1.998.519;333.42
504;16;FR-T67U-58;LL Touring Frame - Blue, 58;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;58;U;1.998.519;333.42
505;16;FR-T67U-62;LL Touring Frame - Blue, 62;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;62;U;1.998.519;333.42
506;16;FR-T67Y-44;LL Touring Frame - Yellow, 44;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;44;U;1.998.519;333.42
507;16;FR-T67Y-50;LL Touring Frame - Yellow, 50;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;50;U;1.998.519;333.42
508;16;FR-T67Y-54;LL Touring Frame - Yellow, 54;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;54;U;1.998.519;333.42
509;16;FR-T67Y-58;LL Touring Frame - Yellow, 58;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;58;U;1.998.519;333.42
510;16;FR-T67U-44;LL Touring Frame - Blue, 44;LL Touring Frame;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;44;U;1.998.519;333.42
511;12;FR-M63S-40;ML Mountain Frame-W - Silver, 40;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;40;W;1.993.757;364.09
512;12;FR-M63S-42;ML Mountain Frame-W - Silver, 42;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;42;W;1.993.757;364.09
513;12;FR-M63S-46;ML Mountain Frame-W - Silver, 46;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;46;W;1.993.757;364.09
514;6;RB-9231;Rear Brakes;Rear Brakes;0;Silver;0;0;47.286;106.5
515;15;SE-M236;LL Mountain Seat/Saddle;LL Mountain Seat/Saddle 2;Synthetic leather. Features gel for increased comfort.;NA;0;0;120.413;27.12
516;15;SE-M798;ML Mountain Seat/Saddle;ML Mountain Seat/Saddle 2;Designed to absorb shock.;NA;0;0;173.782;39.14
517;15;SE-M940;HL Mountain Seat/Saddle;HL Mountain Seat/Saddle 2;Anatomic design for a full-day of riding in comfort. Durable leather.;NA;0;0;233.722;52.64
518;15;SE-R581;LL Road Seat/Saddle;LL Road Seat/Saddle 1;Lightweight foam-padded saddle.;NA;0;0;120.413;27.12
519;15;SE-R908;ML Road Seat/Saddle;ML Road Seat/Saddle 2;Rubber bumpers absorb bumps.;NA;0;0;173.782;39.14
520;15;SE-R995;HL Road Seat/Saddle;HL Road Seat/Saddle 2;Lightweight kevlar racing saddle. Leather.;NA;0;0;233.722;52.64
521;15;SE-T312;LL Touring Seat/Saddle;LL Touring Seat/Saddle;Comfortable, ergonomically shaped gel saddle.;NA;0;0;120.413;27.12
522;15;SE-T762;ML Touring Seat/Saddle;ML Touring Seat/Saddle;New design relieves pressure for long rides.;NA;0;0;173.782;39.14
523;15;SE-T924;HL Touring Seat/Saddle;HL Touring Seat/Saddle;Cut-out shell for a more comfortable ride.;NA;0;0;233.722;52.64
524;12;FR-M21S-42;LL Mountain Frame - Silver, 42;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;42;U;1.445.938;264.05
525;12;FR-M21S-44;LL Mountain Frame - Silver, 44;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;44;U;1.445.938;264.05
526;12;FR-M21S-48;LL Mountain Frame - Silver, 48;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;48;U;1.445.938;264.05
527;12;FR-M21S-52;LL Mountain Frame - Silver, 52;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;52;U;1.445.938;264.05
528;37;TT-M928;Mountain Tire Tube;Mountain Tire Tube;Self-sealing tube.;NA;0;0;18.663;4.99
529;37;TT-R982;Road Tire Tube;Road Tire Tube;Conventional all-purpose tube.;NA;0;0;14.923;3.99
530;37;TT-T092;Touring Tire Tube;Touring Tire Tube;General purpose tube.;NA;0;0;18.663;4.99
531;12;FR-M21B-42;LL Mountain Frame - Black, 42;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;42;U;136.785;249.79
532;12;FR-M21B-44;LL Mountain Frame - Black, 44;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;44;U;136.785;249.79
533;12;FR-M21B-48;LL Mountain Frame - Black, 48;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;48;U;136.785;249.79
534;12;FR-M21B-52;LL Mountain Frame - Black, 52;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;52;U;136.785;249.79
535;37;TI-M267;LL Mountain Tire;LL Mountain Tire;Comparible traction, less expensive wire bead casing.;NA;0;0;93.463;24.99
536;37;TI-M602;ML Mountain Tire;ML Mountain Tire;Great traction, high-density rubber.;NA;0;0;112.163;29.99
537;37;TI-M823;HL Mountain Tire;HL Mountain Tire;Incredible traction, lightweight carbon reinforced.;NA;0;0;13.09;35
538;37;TI-R092;LL Road Tire;LL Road Tire;Same great treads as more expensive tire with a less expensive wire bead casing.;NA;0;0;80.373;21.49
539;37;TI-R628;ML Road Tire;ML Road Tire;Higher density rubber.;NA;0;0;93.463;24.99
540;37;TI-R982;HL Road Tire;HL Road Tire;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;NA;0;0;121.924;32.6
541;37;TI-T723;Touring Tire;Touring Tire;High-density rubber.;NA;0;0;108.423;28.99
542;13;PD-M282;LL Mountain Pedal;LL Mountain Pedal;Expanded platform so you can ride in any shoes;;;;;
543;13;PD-M340;ML Mountain Pedal;ML Mountain Pedal;Lightweight, durable, clipless pedal with adjustable tension.;Silver/Black;0;0;27.568;62.09
544;13;PD-M562;HL Mountain Pedal;HL Mountain Pedal;Stainless steel;;;;;
545;13;PD-R347;LL Road Pedal;LL Road Pedal;Clipless pedals - aluminum.;Silver/Black;0;0;179.776;40.49
546;13;PD-R563;ML Road Pedal;ML Road Pedal;Lightweight aluminum alloy construction.;Silver/Black;0;0;27.568;62.09
547;13;PD-R853;HL Road Pedal;HL Road Pedal;Top-of-the-line clipless pedals with adjustable tension.;Silver/Black;0;0;359.596;80.99
548;13;PD-T852;Touring Pedal;Touring Pedal;A stable pedal for all-day riding.;Silver/Black;0;0;359.596;80.99
549;12;FR-M63S-38;ML Mountain Frame-W - Silver, 38;ML Mountain Frame-W;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;Silver;38;W;1.993.757;364.09
550;12;FR-M21B-40;LL Mountain Frame - Black, 40;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Black;40;U;136.785;249.79
551;12;FR-M21S-40;LL Mountain Frame - Silver, 40;LL Mountain Frame;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;Silver;40;U;1.445.938;264.05
552;9;FD-2342;Front Derailleur;Front Derailleur;Wide-link design.;Silver;0;0;406.216;91.49
553;4;HB-T721;LL Touring Handlebars;LL Touring Handlebars;Unique shape reduces fatigue for entry level riders.;NA;0;0;20.464;46.09
554;4;HB-T928;HL Touring Handlebars;HL Touring Handlebars;A light yet stiff aluminum bar for long distance riding.;NA;0;0;406.571;91.57
555;6;FB-9873;Front Brakes;Front Brakes;All-weather brake pads;;;;;
556;8;CS-4759;LL Crankset;LL Crankset;Super rigid spindle.;Black;0;0;779.176;175.49
557;8;CS-6583;ML Crankset;ML Crankset;High-strength crank arm.;Black;0;0;1.138.816;256.49
558;8;CS-9183;HL Crankset;HL Crankset;Triple crankset;;;;;
559;7;CH-0234;Chain;Chain;Superior shifting performance.;Silver;0;0;89.866;20.24
560;3;BK-T44U-60;Touring-2000 Blue, 60;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;60;U;7.551.508;1214.85
561;3;BK-T79Y-46;Touring-1000 Yellow, 46;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;46;U;14.819.379;2384.07
562;3;BK-T79Y-50;Touring-1000 Yellow, 50;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;50;U;14.819.379;2384.07
563;3;BK-T79Y-54;Touring-1000 Yellow, 54;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;54;U;14.819.379;2384.07
564;3;BK-T79Y-60;Touring-1000 Yellow, 60;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Yellow;60;U;14.819.379;2384.07
565;3;BK-T18U-54;Touring-3000 Blue, 54;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;54;U;4.614.448;742.35
566;3;BK-T18U-58;Touring-3000 Blue, 58;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;58;U;4.614.448;742.35
567;3;BK-T18U-62;Touring-3000 Blue, 62;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;62;U;4.614.448;742.35
568;3;BK-T18Y-44;Touring-3000 Yellow, 44;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;44;U;4.614.448;742.35
569;3;BK-T18Y-50;Touring-3000 Yellow, 50;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;50;U;4.614.448;742.35
570;3;BK-T18Y-54;Touring-3000 Yellow, 54;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;54;U;4.614.448;742.35
571;3;BK-T18Y-58;Touring-3000 Yellow, 58;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;58;U;4.614.448;742.35
572;3;BK-T18Y-62;Touring-3000 Yellow, 62;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Yellow;62;U;4.614.448;742.35
573;3;BK-T79U-46;Touring-1000 Blue, 46;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;46;U;14.819.379;2384.07
574;3;BK-T79U-50;Touring-1000 Blue, 50;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;50;U;14.819.379;2384.07
575;3;BK-T79U-54;Touring-1000 Blue, 54;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;54;U;14.819.379;2384.07
576;3;BK-T79U-60;Touring-1000 Blue, 60;Touring-1000;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;Blue;60;U;14.819.379;2384.07
577;3;BK-T44U-46;Touring-2000 Blue, 46;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;46;U;7.551.508;1214.85
578;3;BK-T44U-50;Touring-2000 Blue, 50;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;50;U;7.551.508;1214.85
579;3;BK-T44U-54;Touring-2000 Blue, 54;Touring-2000;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;Blue;54;U;7.551.508;1214.85
580;2;BK-R79Y-40;Road-350-W Yellow, 40;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;40;W;1082.51;1700.99
581;2;BK-R79Y-42;Road-350-W Yellow, 42;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;42;W;1082.51;1700.99
582;2;BK-R79Y-44;Road-350-W Yellow, 44;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;44;W;1082.51;1700.99
583;2;BK-R79Y-48;Road-350-W Yellow, 48;Road-350-W;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;Yellow;48;W;1082.51;1700.99
584;2;BK-R19B-58;Road-750 Black, 58;Road-750;Entry level adult bike;;;;;
585;3;BK-T18U-44;Touring-3000 Blue, 44;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;44;U;4.614.448;742.35
586;3;BK-T18U-50;Touring-3000 Blue, 50;Touring-3000;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;Blue;50;U;4.614.448;742.35
587;1;BK-M38S-38;Mountain-400-W Silver, 38;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;38;W;4.197.784;769.49
588;1;BK-M38S-40;Mountain-400-W Silver, 40;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;40;W;4.197.784;769.49
589;1;BK-M38S-42;Mountain-400-W Silver, 42;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;42;W;4.197.784;769.49
590;1;BK-M38S-46;Mountain-400-W Silver, 46;Mountain-400-W;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;Silver;46;W;4.197.784;769.49
591;1;BK-M18S-40;Mountain-500 Silver, 40;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;40;U;3.082.179;564.99
592;1;BK-M18S-42;Mountain-500 Silver, 42;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;42;U;3.082.179;564.99
593;1;BK-M18S-44;Mountain-500 Silver, 44;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;44;U;3.082.179;564.99
594;1;BK-M18S-48;Mountain-500 Silver, 48;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;48;U;3.082.179;564.99
595;1;BK-M18S-52;Mountain-500 Silver, 52;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Silver;52;U;3.082.179;564.99
596;1;BK-M18B-40;Mountain-500 Black, 40;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;40;U;2.945.797;539.99
597;1;BK-M18B-42;Mountain-500 Black, 42;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;42;U;2.945.797;539.99
598;1;BK-M18B-44;Mountain-500 Black, 44;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;44;U;2.945.797;539.99
599;1;BK-M18B-48;Mountain-500 Black, 48;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;48;U;2.945.797;539.99
600;1;BK-M18B-52;Mountain-500 Black, 52;Mountain-500;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;Black;52;U;2.945.797;539.99
601;5;BB-7421;LL Bottom Bracket;LL Bottom Bracket;Chromoly steel.;NA;0;0;239.716;53.99
602;5;BB-8107;ML Bottom Bracket;ML Bottom Bracket;Aluminum alloy cups;;;;;
603;5;BB-9108;HL Bottom Bracket;HL Bottom Bracket;Aluminum alloy cups and a hollow axle.;NA;0;0;539.416;121.49
604;2;BK-R19B-44;Road-750 Black, 44;Road-750;Entry level adult bike;;;;;
605;2;BK-R19B-48;Road-750 Black, 48;Road-750;Entry level adult bike;;;;;
606;2;BK-R19B-52;Road-750 Black, 52;Road-750;Entry level adult bike;;;;;
